,Unnamed: 0,responce,question
201,27068,It's going to be another great journey and we're very happy to have you on board. Let the ,"Flying to Seoul from the states, so youâll see plenty of me today!"
202,27072,We're glad they're taking excellent care of you and will be sure to pass along your praises to our leadership team! ,"Thanks - this picture doesnât even do it justice! And our purser on this flight is the best - efficient, sweet and friendly!"
203,27076,"Thanks for including us in your travel plans, Andy. Take the extra time to enjoy this beautiful day!",Thanks arrived early into CLT ðnow onto Raleigh NC
204,27078,We know delays aren't fun. Please have your Dad contact us here if he needs help with rebooking options.,Being 
205,27082,"We'll get an update for you, what's your flight number?",totally shitty management of flight.  Should have announced at gate!  Who knows how late we'll be delayed.
206,27640,"Absolutely, that's the perfect way to start a trip!","The only way to fly!!! Makes my trips way easier! (Airlines Admirals Club - in Chicago, IL) https://t.co/mOQ4l8JHRX"
207,27645,Please speak with the final carrier on any reimbursement options.,Can we recover cost for items we have to buy up to the 21 days? All my essentials and best clothes are in my case! Waiting 3 weeks is unfair
208,27649,"Did you mean Tucson? If so, we offer direct flights to PHX and then you can take a quick hop over TUS in no time!",ugh wish you guys flew direct from PHL to TUC...
209,27651,You bet! A great experience is what we aim for every time.,"
4 flights in 2 days ... You did a great job getting me place to place quickly and hassle free.  Great staff.  Thank you!"
210,27655,We hear your frustration and will have you on your way soon. Our sincere apologies for any inconvenience caused.,"AA2266, I already have a solution... he's here all of a sudden but it's just pretty messed up."
211,28250,"Our fleet is getting younger everyday, soon all of our plane will have outlets.","2nd time in year I've been on A321 you know, the one WITH NO POWER OUTLETS! How is this even possible? "
212,28252,What's your flight number this morning? We'll take a look.,Seriously  What is up with the delays at ATL? My first flight is delayed 3.5 hours and now the new flight is delayed 
213,28254,We currently have an estimated departure time of 10:22a and should be in the air towards PHL shortly. Our apologies for the late start.,Current flight is AA469. Original flight was 2085
214,28256,We're very sorry for the wait and we so appreciate your understanding.,"And, colleagues' flight scheduled at 6:30 left 8 minutes late, not 1 hour late with same LAX issue.  Poor execution. "
215,28259,We currently have an estimated departure time of 7a out of LAX. It shouldn't be too long for us to get in the air. Thanks for your patience.,"we are now deplaning.  We're told to bring boarding pass, except AA website is down and now can't retrieve mobile pass."
216,28789,Please see here for more info regarding filing a claim: https://t.co/c2WPmpJSpV,I'm already at another terminal boarding another flight. How should I proceed from here? It was too tight to stop and chat with an agent.
217,28793,You captured a great pic! Thanks for sharing.,Cloudy skies over DFW 
218,28795,"We're thrilled to welcome you on board today, Pete. Have a fantastic morning!",On my way to visit my ancestral homeland 
219,28797,"Baggage charges are paid on the day of travel only, but here's a great link with more info: https://t.co/XvGHnVVEv9",is baggage included in my flight from Cuba (Varadero) to Miami? If not please can you send me the link to add baggage please?
220,28799,That's correct.,That link says: 'One-way from Cuba: Standard-sized 1st and 2nd bags are free when departing Cuba' ...does that mean baggage is free?
221,28801,Please DM your record locator and we'll go over more info for you.,and just to clarify a 'standard size bag' is hold/checked luggage? So we can travel from Cuba to Miami with hold/checked luggage for free?
222,28803,This is a restriction you agree upon when booking Basic Economy. You're welcome to see more info here: https://t.co/MKvFFVWJdz,How is still in business given their rude staff and customer service. 
223,28805,Restrictions are shared on the right side of the purchase screen before purchase. Please contact Orbitz for more information.,1. Thereâs no restriction on the Orbitz site about $50. 2. No where on the ticket said you need to check your carry-on bag at the ticket counter as oppose to the gate (which is the way all other airlines do it).
224,28807,We just checked and it's there in bright blue with a hyperlink that says Basic Economy. You can't miss it Sean!,They are actually not. Even your own agent (Angel Torerro) at the gate couldnât find it. His response was âwell if you wouldâve booked it through https://t.co/8pwu2ECBlH then you wouldâve been promptedâ. WTH? As a gold status traveler Iâm deeply disappointed.
225,28810,We know it's important to get you where you need to be. We're truly sorry for the change to your plans.,It has happened every time Iâve flown with them
226,28814,"We're so glad to be your airline, Ross! Thanks for your loyalty.",Starting off what I hope will be an AAmazing day with the team at ... thanks for always making travel easier !
227,28816,When booking through our site there are several prompts when purchasing Basic Economy. https://t.co/MKvFFVWJdz,$50 to check a bag is robbery when your rules never state you must check carry on bags at counter. I want a refund. 
228,28818,You have lots of room to stretch out. Enjoy!,"For those of you who know, Iâm kinda tall. So the exit row on this flight was very welcomed. "
229,28820,This isn't how we planned to start your birthday celebration. We're working hard to get you going soon. Thanks for your patience.,Starting my 40th birthday trip to 
230,29376,There will be more info provided soon. We're very sorry for the delay today.,Always nice to see the engine housing open 35 minutes after scheduled departure. Thumbs up a plane that was here all night https://t.co/yx4vBxJDF1
231,29378,Everything is up and running. What error message are you getting?,Is there a problem with web- check in? @AmericanAir
232,29381,We're so sorry that the seat was broken. Did you inform our flight crew for a possible seat change?,Have an injured back and get a window seat to sleep and provides me a broken seat. Now ill have a nice uncomfortable flight. https://t.co/GgEe04CikB
233,29383,Please follow and share your record locator with us in DMs and we'll be sure to pass this along to our Maintenance team.,Flight was booked and no seat change was available
